"Tên hàng hóa, dịch vụ",Đơn giá,Matched_SP,Score
Cà phê 3in1 túi 24 gói,"63.703,5",Miến Phú Hương vị gà(24gói/thùng),52
Cà phê 3in1 túi 24 gói,"63.703,67",Miến Phú Hương vị gà(24gói/thùng),52
Cà phê 3in1 túi 24 gói,"63.703,75",Miến Phú Hương vị gà(24gói/thùng),52
Cà phê sữa (17g*12 gói*24 hộp),"45.833,33",Bột trà xanh sữa hiệu macha 17g x 20gói,52
Cá Ngừ Xắt Lát Ngâm Dầu Đậu Nành 48x140gr,38.889,Mì cay Samyang trộn tương với dầu olive 140g,52
Cá Ngừ Xắt Lát Ngâm Dầu Đậu Nành 48x140gr,29.63,Mì cay Samyang trộn tương với dầu olive 140g,52
DARS TRANG MORINAGA 42G,19.8,SNACK KHOAI TÂY PRINGLES 42G,52
DARS TRANG MORINAGA 42G,22,SNACK KHOAI TÂY PRINGLES 42G,52
DARS TRANG MORINAGA 42G,0,SNACK KHOAI TÂY PRINGLES 42G,52
Dung dịch nhỏ mắt Eye Disease 5ml,31.429,Dầu Xoa Bi Lăn Bạc Hà Thanh Mát 5ml,52
Dây sạc siêu tốc C-C 66 W(Cáp sạc và truyền dẫn STEPAD  day sac nhanh (lightning) (C60)/  hop (6970934068015)),65,Gia vị phở gia truyền,52
Dầu Gió Nhị Thiên Đường 7ml B/1 x 10's NTĐ (230001586/PCBA-HCM),"240.740,74",Dầu nóng Nam Dược 7ml,52
Dầu xả Pantene 150mlX24 Ngăn rụng tóc,"44.444,46",Xịt Tạo Kiểu Tóc Giữ Nếp Tự Nhiên 150ml,52
Dầu xả Pantene 150mlX24 Ngăn rụng tóc,"44.444,5",Xịt Tạo Kiểu Tóc Giữ Nếp Tự Nhiên 150ml,52
Dầu xả Pantene 150mlX24 Ngăn rụng tóc,"44.444,42",Xịt Tạo Kiểu Tóc Giữ Nếp Tự Nhiên 150ml,52
EUGICA CANDY 100S;,"699,76",Kẹo chanh muối ningica 10 viên,52
EUGICA CANDY COOL EXTRA (15x20x12);,0,siro eugica gói lẻ,52
EUGICA CANDY COOL EXTRA (15x20x12);,"960,9333",siro eugica gói lẻ,52
EUGICA CANDY H/100 T/5000;,"699,76",siro eugica gói lẻ,52
EUGICA CANDY TUI ZIP/15 TUI PP/300 T/3600;,754,siro eugica gói lẻ,52
EUGICA CANDY TUI ZIP/15 TUI PP/300 T/3600;,0,siro eugica gói lẻ,52
Eugica Candy Pack/1 x 15's MEGA (040823/MEGA-ĐK/2023),"9.259,26",siro eugica gói lẻ,52
GEL RỬA MẶT DỪA BỌT MÂY - 50ml,71.296,Serum dưỡng bóng tóc cra 50ml,52
GINKO 369 HANVIFA,"61.111,11",Keo 3 vien,52
Gia vị nấu phở 25g Vipep,11,Da heo vị Tomyum g-kitchen 25g,52
Green Bird 72g - Hộp quà 6,"175.925,93",BABI YẾN TRẺ EM VỊ VANI BABI CHILDREN'S BIRD'S NEST DRINK VANILLA FLAVOR 4*72G,52
Green Bird 72g - Hộp quà 6,"142.592,59",BABI YẾN TRẺ EM VỊ VANI BABI CHILDREN'S BIRD'S NEST DRINK VANILLA FLAVOR 4*72G,52
Hoạt huyết dưỡng não SL 7225 HD 29/11/2028,0,Bánh mì đen hạt bí yến mạch 18/5-21/5,52
Hoạt huyết dưỡng não SL 7225 HD 29/11/2028,"45.714,3",Bánh mì đen hạt bí yến mạch 18/5-21/5,52
Hạt hướng dương Minh Văn (Nguyên vị) 120gr,13,Bánh Tráng hạt điều 120g,52
Hạt hướng dương Minh Văn (Nguyên vị) 120gr,14,Bánh Tráng hạt điều 120g,52
KEM BÔI DA YOOSUN MAMA H1X100G,120,SRM NIVEA MEN DA SẠCH SÂU 100G,52
KEM BÔI DA YOOSUN MAMA H1X100G,0,SRM NIVEA MEN DA SẠCH SÂU 100G,52
Kem Melona 80ml (64 cây/thùng) (Mango),0,KEM TRÀ XANH NHÂN SOCOLA BUON GELATO LOTTE 80ML,52
Kem Melona 80ml (64 cây/thùng) (Mango),18.9,KEM TRÀ XANH NHÂN SOCOLA BUON GELATO LOTTE 80ML,52
"Kem Purple Clouds (Kem Mây Tím vị vani và việt quất) đóng gói: 120g/ chiếc, 15 chiếc/ hộp","27.777,78",Bánh Mochi vị dâu 120g,52
"Kem Purple Clouds (Kem Mây Tím vị vani và việt quất) đóng gói: 120g/ chiếc, 15 chiếc/ hộp","27.777,77",Bánh Mochi vị dâu 120g,52
Kem Que Celano Dừa Trân Châu 75GX20,"15.555,6",Mì Trộn Khô Cua Xốt Me Vifon Ly 75g,52
Kem dưỡng trắng da dừa 20g,"32.407,4",Cá đét vàng tẩm gia vị damex gói 20g,52
Khăn giấy bỏ túi TEMPO PETIT hương gỗ táo (18 gói),59.259,Mì hoành thánh Hoàng Gia Vifon(18gói/thùng),52
Khăn giấy bỏ túi Tempo Petit hương Hoa anh đào (18 gói),59.259,Trà Nestea hoà tan chanh hộp 18 gói x 14g,52
Khăn giấy bỏ túi Tempo Petit hương Tuyết tùng (18 gói),59.259,Mì hoành thánh Hoàng Gia Vifon(18gói/thùng),52
Kẹo C&H 210g Wild Berry,56.481,Cà phê hòa tan Kopiko 210g,52
Kẹo C&H 210g Wild Berry,"56.481,48",Cà phê hòa tan Kopiko 210g,52
Kẹo Gừng Xoài Gingerbon _ Gingerbon Mango 20 Gói X 125 G,15,Cà phê sữa ngon more 3in 1 20 gói x20g,52
"Kẹo mềm trái cây vị kiwi Coowy(280g/gói,24 gói/ thùng)","24.537,04",Kẹo Dẻo Tổng Hợp ILKWANG 280g,52
Kẹo ngậm MT Đào Bạc Hà 6Khay x 12 Hộp x 35g,"25.925,92",P/S KEM ĐÁNH RĂNG bé ngoan hương dâu 35g/12 chai,52
Lương khô Mix vị 350g,"26.388,89",Trà sâm dứa Bảo Ngân 350g,52
MR.VIET Cà Phê Hòa Tan Dừa 255g,75.625,Mortadella Ba Chú Heo 255gr,52
MR.VIET Cà Phê Hòa Tan Dừa 255g,0,Mortadella Ba Chú Heo 255gr,52
MR.VIET Cà Phê Hòa Tan Dừa 255g,68.75,Mortadella Ba Chú Heo 255gr,52
MR.VIET Sô-Cô-La Sữa - 60g,55,Socola Beryl's 70% cocoa dark 60g,52
Miếng dán giảm đau Fujisip(20G x5M),"157.142,86",Cá đét vàng tẩm gia vị damex gói 20g,52
Monster Ultra Paradise  ( xanh lá ) 330ml,472.222,Trà sữa uống liền Mr.Brown 330ml,52
Mật nhân Tongkat Ali 30gam(60 viên x 500mg),59,TÂN TÂN ĐẬU PHỘNG VỊ PHÔ MAI 30G,52
MỨT PHÚC BỒN TỬ 210G,25.2,Cà phê hòa tan Kopiko 210g,52
NS05401 - 070272 - MÌ CUP NOODLES SƯỜN CHANH THÁI LAN (74G X 24 LY),"12.236,01",Mì Nissin cua sốt cay 74g(24ly/thùng),52
Ngũ cốc yến mạch hạt chia dinh dưỡng Calsome 30gr x 12s T20,59.259,Thạch Calci Íchnhi Hương Dâu 30g,52
Nước Dưa lưới Thạch dừa A-Dew chai 450ml,"42.272,72",ADEW SƯƠNG SÂM 450ML JUICE WITH JELLY,52
Nước Dưa lưới Thạch dừa A-Dew chai 450ml,43.055,ADEW SƯƠNG SÂM 450ML JUICE WITH JELLY,52
Nước Dưa lưới Thạch dừa A-Dew chai 450ml,"42.272,7",ADEW SƯƠNG SÂM 450ML JUICE WITH JELLY,52
Nước Dưa lưới Thạch dừa A-Dew chai 450ml,"45.454,54",ADEW SƯƠNG SÂM 450ML JUICE WITH JELLY,52
Nước Dưa lưới Thạch dừa A-Dew chai 450ml,"46.296,3",ADEW SƯƠNG SÂM 450ML JUICE WITH JELLY,52
Nước thạch Jelly GUMI GUMI Vitamin C vị vải 135g,11.019,ĐẬU PHỘNG NƯỚC CỐT DỪA TÂN TÂN LON 135G,52
OREO CHOCO 24X105G C2,"295.555,5",Cháo Achaki thịt heo bí đỏ 105g,52
OREO CHOCO 24X105G C2,"12.314,83",Cháo Achaki thịt heo bí đỏ 105g,52
OREO CHOCO 24X105G C2,295.556,Cháo Achaki thịt heo bí đỏ 105g,52
OREO VANILLA HOP GIAY 288.75G X 12 HOP,447.778,Gia vị Bún bò Huế Nosafood 75g,52
Omegold 3.6.9 Abipha,"109.259,259",T omega 3.6.9 Q10 Plus,52
Omegold 3.6.9 Abipha,0,T omega 3.6.9 Q10 Plus,52
"QUAT DUNG TOSHIBA F-LSA10(H)VN- CTTL EUGICA,OTC,ENAT;",0,siro eugica gói lẻ,52
Rau củ sấy giòn  400g,48,Hạt điều rang muối 400g,52
Remos Lavender 70ml Spray,"29.629,63",clincare S . H 70ml,52
Rượu Rhum Asia 520ml 39 độ,"49.519,25",Sirô đào - golden farm 520ml,52
Rượu Rhum Asia 520ml 39 độ,45.708,Sirô đào - golden farm 520ml,52
Rượu Rhum Asia 520ml 39 độ,"47.854,53",Sirô đào - golden farm 520ml,52
Rượu Rhum Asia 520ml 39 độ,"47.854,54",Sirô đào - golden farm 520ml,52
Rượu Rhum Asia 520ml 39 độ,47.854,Sirô đào - golden farm 520ml,52
Rượu Rhum Asia 520ml 39 độ,"49.519,27",Sirô đào - golden farm 520ml,52
Rượu Rhum Asia 520ml 39 độ,"48.134,54",Sirô đào - golden farm 520ml,52
Rượu Rhum Asia 520ml 39 độ,47,Sirô đào - golden farm 520ml,52
Rượu Rhum Asia 520ml 39 độ,"47.854,6",Sirô đào - golden farm 520ml,52
Rượu Rhum Asia 520ml 39 độ,"45.716,9",Sirô đào - golden farm 520ml,52
Rượu Rhum Asia 520ml 39 độ,"45.729,67",Sirô đào - golden farm 520ml,52
Rượu Rhum Asia 520ml 39 độ,45.728,Sirô đào - golden farm 520ml,52
Rượu Rhum Asia 520ml 39 độ,"47.854,4",Sirô đào - golden farm 520ml,52
SILYGOLD ABIPHA,"118.518,519",Emhappy hq silky,52
SILYGOLD ABIPHA,0,Emhappy hq silky,52
SLIDE KHOAI TAY LAT SO DIEP BAO NGU 60GR,"557.407,4",OSTAR KHOAI TÂY TỰ NHIÊN 60G,52
SLIDE KHOAI TAY LAT SO DIEP BAO NGU 60GR,"557.407,5",OSTAR KHOAI TÂY TỰ NHIÊN 60G,52
SLIDE KHOAI TAY LAT SO DIEP BAO NGU 60GR,557.407,OSTAR KHOAI TÂY TỰ NHIÊN 60G,52
SLIDE KHOAI TAY LAT SO DIEP BAO NGU 60GR,"19.907,4",OSTAR KHOAI TÂY TỰ NHIÊN 60G,52
SLIDE KHOAI TAY LAT SO DIEP BAO NGU 60GR,583.333,OSTAR KHOAI TÂY TỰ NHIÊN 60G,52
Serum giảrm thâm quầng mắt 10g,106,Serume chấm mụn Linh Chi vàng 10g,52
Silygold Abipha,0,Emhappy hq silky,52
Silygold Abipha,165.741,Emhappy hq silky,52
Silygold Abipha,"165.740,74",Emhappy hq silky,52
Socola chuông nhỡ túi 450g,66.9,Đậu Hà Lan tỏi ớt 450GR,52
Soda Singha chai 325ml,"231.481,48",Lon sting Thái tăng lực WARRIOR 325ml,52
Sản phầm dùng ngoài da: Dầu cù là Thiên Thảo 30g,"27.777,78",Mì Nissin raoh Hương vị thịt hầm tonkotsu cay(30gói/thùng),52
Sản phầm dùng ngoài da: Dầu cù là Thiên Thảo 30g,26.7,Mì Nissin raoh Hương vị thịt hầm tonkotsu cay(30gói/thùng),52
Sản phẩm dùng ngoài da : Dầu Cù Là Thiên Thảo 30g,"27.777,78",Mì Nissin raoh Hương vị thịt hầm tonkotsu cay(30gói/thùng),52
Sản phẩm dùng ngoài da : Dầu Cù Là Thiên Thảo 30g,"30.555,56",Mì Nissin raoh Hương vị thịt hầm tonkotsu cay(30gói/thùng),52
Sản phẩm hỗ trợ ngoài da : Kem Xoa Bóp Sungaz Đỏ 30g,"41.904,76",Kem nứt gót Oriss 30g,52
Sản phẩm hỗ trợ ngoài da : Kem Xoa Bóp Sungaz Đỏ 30g,"45.238,1",Kem nứt gót Oriss 30g,52
Sản phẩm hỗ trợ ngoài da : Kem Xoa Bóp Sungaz Đỏ 30g,"46.190,48",Kem nứt gót Oriss 30g,52
Sản phẩm hỗ trợ ngoài da:Kem xoa bóp Sungaz Đỏ 30g,"41.904,76",Kem nứt gót Oriss 30g,52
Sản phẩm hỗ trợ ngoài da:Kem xoa bóp Sungaz Đỏ 30g,40.07,Kem nứt gót Oriss 30g,52
Sầu riêng sấy thăng hoa Cheers 105gr,44,smoke salmon cá hồi xông khói - 105g,52
Sữa chua ngũ cốc cacao mix bánh quy mini Mixy 170 g,25,Bánh Xốp phô mai Cal Cheese 170 G,52
Sữa chua ngũ cốc vị caramel mix dâu tây Mixy 130 g,"17.592,6",BÁNH PHỒNG NẾP SỮA DỪA 130GRAM TÂN VIỆT,52
Sữa rửa mặt sữa tươi & dưa leo 100ml,43,GEL RỬA TAY GREEN CROSS KIDS 100ML HƯƠNG TRÁI CÂY,52
TPBVSK Eugica Cold & Flu B/1 x 10's MEGA (118/2023/ĐKSP),"44.444,44",siro eugica gói lẻ,52
Thịt heo muối Iberico Cebo tổng hợp thái lát 120gr,185,Kẹo vải thiều muối eikodo gói 120g,52
Thịt nguội Iberico Cebo tổng hợp thái lát 120gr,185,Phở thịt bò Vifon Hoàng Gia gói 120g(18gói/thùng),52
Thịt đùi lợn muối Zaino Jamon De Cebo Iberico 50% Raza Iberica 100gr,200,Salami xúc xích khô salchichon iberico cebo 100g,52
Thịt đùi lợn muối Zaino Jamon De Cebo Iberico 50% Raza Iberica 100gr,190,Salami xúc xích khô salchichon iberico cebo 100g,52
Thực phẩm bổ sung - Nước uống Red Bull 150ml ( 50chai/thùng),"9.259,26",Sữa chua uống ít béo Meiji bulgaria 150ml,52
Thực phẩm bổ sung - Nước uống Red Bull 150ml ( 50chai/thùng),"9.090,9",Sữa chua uống ít béo Meiji bulgaria 150ml,52
Trà Hồng sâm Linh chi Đông trùng hạ thảo Cordywell (Hộp 20 gói x 3g),100,Gel Nghệ Dạ Dày GMP Đức Hộp 20 Gói,52
Trà tăng huyết áp ACOTEA (hộp 20 gói),"59.090,91",CAFE TRUNG NGUYÊN G7 BỊCH 20 GÓI,52
Tương ớt Sriracha hiệu Heinz- Heinz Sriracha Chilli sauce 120g,11.818,Kẹo xoài muối ớt 120g,52
Tương ớt Sriracha hiệu Heinz- Heinz Sriracha Chilli sauce 120g,"11.818,51",Kẹo xoài muối ớt 120g,52
Tương ớt Sriracha hiệu Heinz- HeinzSriracha Chilli sauce 120g,"11.818,51",Kẹo xoài muối ớt 120g,52
TẨY TẾ  BÀO CHẾT CƠM DỪA - 50ml,63.704,Tình dầu bơ 50ml,52
VNP Lida - Hộp 1 tuýp 10g,"27.777,778",Serume chấm mụn Linh Chi vàng 10g,52
VNP Lida - Hộp 1 tuýp 10g,0,Serume chấm mụn Linh Chi vàng 10g,52
Vang nổ Chateau Dalat - Sparkling Red wine - 750 ml,"117.927,27",CHAMDOR SPARKING 750ML,52
Vang nổ Chateau Dalat - Sparkling Red wine - 750 ml,117.927,CHAMDOR SPARKING 750ML,52
Vang nổ Chateau Dalat - Sparkling Red wine - 750 ml,122.02,CHAMDOR SPARKING 750ML,52
Vang nổ Chateau Dalat - Sparkling Red wine - 750 ml,122.005,CHAMDOR SPARKING 750ML,52
Vitamin 3B (200v/h;56h/T)                                                                                            Lô sx: 0225; Hạn SD: 26/11/2028,"74.074,0741",Viên uống Vitamin A - D,52
Whisky đỏ 350ml,39.873,TRà xanh TH 350ml,52
Whisky đỏ 350ml,41,TRà xanh TH 350ml,52
Whisky đỏ 350ml,"41.018,4",TRà xanh TH 350ml,52
Whisky đỏ 350ml,"41.018,25",TRà xanh TH 350ml,52
Whisky đỏ 350ml,"39.880,7",TRà xanh TH 350ml,52
Whisky đỏ 350ml,"41.018,18",TRà xanh TH 350ml,52
XMEN DG METAL 12H THƠM LÂU SS 180G,60.455,Sáp thơm đuổi muỗi hương ổi hồng 180g,52
Xoài sấy dẻo loại 500gram,"67.592,59",Hạt Dẻ Ba Miền Xanh Trắng 500g,52
Xúc xích hun khói 300g Servelat MRT,136.111,Salami Hun Khói ItaIyanskaya 300gram remit,52
Xúc xích tiệt trùng Ponnie vị Bò  20 gói x 5 cây x 35 gr,"15.370,37",Ponnie hot dog vị sườn nướng ăn Liền 4 hộpx20 gói x 28gram,52
Xúc xích tiệt trùng Ponnie vị Bò  20 gói x 5 cây x 35 gr,"15.370,35",Ponnie hot dog vị sườn nướng ăn Liền 4 hộpx20 gói x 28gram,52
Xốt Mayonnaise Vị Ngọt Dịu Aji-mayo 130gT8,18.704,Khom fai ô mai mận tím 130g,52
Xốt Mayonnaise Vị Ngọt Dịu Aji-mayo 130gT9,18.704,Khom fai ô mai mận tím 130g,52
Xốt Mayonnaise Vị Ngọt Dịu Aji-mayo 130gT9,18.611,Khom fai ô mai mận tím 130g,52
Xốt lẩu kim chi pet 280g,"21.296,3",Xúc Xích Hun Khói Salchichon 280g,52
Điều lụa BÀ TÁM BÌNH DƯƠNG (Hộp 350gr),98,Bánh Mandu Hải Sản Cj Bibigo 350gr,52
Điều lụa BÀ TÁM BÌNH DƯƠNG (Hộp 350gr),105,Bánh Mandu Hải Sản Cj Bibigo 350gr,52
Đạm dùng cho trẻ em SatiAmin (Hộp 20 gói x 3g),"109.090,91",Cà phê sữa ngon more 3in 1 20 gói x20g,52
Ớt sate hủ thủy tinh 150gr*36 hũ,"16.666,67",Bánh quy vị ngọt Thanh malkist gói 150g,52
84911 NUOC TAYTRG NIVEA SDA D.AM 200ML,94.545,DƯỠNG TRẮNG SAKURA chai 200ml,51
86092 KCN NIVEA DAILY GLOW 180ML,"164.545,33",Dầu gội Palmolive 180ml,51
86092 KCN NIVEA DAILY GLOW 180ML,164.545,Dầu gội Palmolive 180ml,51
86092 KCN NIVEA DAILY GLOW 180ML,"164.545,4",Dầu gội Palmolive 180ml,51
BB DAU PHOI NANG BV DA SPF15 236ML 2026,"209.629,62",KCN Banana Sport Ultra 50++ 236ml,51
BB DAU PHOI NANG BV DA SPF15 236ML 2026,"209.629,64",KCN Banana Sport Ultra 50++ 236ml,51
BB DAU PHOI NANG BV DA SPF15 236ML 2026,"209.629,63",KCN Banana Sport Ultra 50++ 236ml,51
BB KEM C.N ULTRA PROTECT SPF50 90ML MOI,"122.229,67",Kem Chống Nắng Biore UV Watery gel 90ml,51
BB KEM C.N ULTRA PROTECT SPF50 90ML MOI,"122.229,63",Kem Chống Nắng Biore UV Watery gel 90ml,51
BB KEM C.N ULTRA PROTECT SPF50 90ML MOI,"122.229,56",Kem Chống Nắng Biore UV Watery gel 90ml,51
BB KEM C.N ULTRA PROTECT SPF50 90ML MOI,128.15,Kem Chống Nắng Biore UV Watery gel 90ml,51
BVS Sofy Tampon Superplus 7-2506,38.5,Băng vệ sinh tampon Unicharm Sofy soft ban đêm mini 7PCS,51
Bepanthen Balm 30g1's,"60.185,19",Te-lemon tea Dilmah 30G T5,51
Bepanthen Balm 30g1's,"59.722,22",Te-lemon tea Dilmah 30G T5,51
Bepanthen Balm 30g1's,"59.259,26",Te-lemon tea Dilmah 30G T5,51
Bepanthen Balm 30g1's,"61.111,11",Te-lemon tea Dilmah 30G T5,51
Bepanthen Balm 30g1's,"54.629,63",Te-lemon tea Dilmah 30G T5,51
Bia Bivina Export,"239.090,909",Bia thủ công summer,51
Bia Bivina Export,"225.454,5454",Bia thủ công summer,51
Bia Bivina Export,"236.363,6363",Bia thủ công summer,51
Bia Bivina Export,"206.363,6364",Bia thủ công summer,51
Bánh Swing Tacos 42G_03Y26_TT,"8.090,925926",SNACK KHOAI TÂY PRINGLES 42G,51
Bánh đậu xanh Trái cây  hộp tròn 210g,"37.037,04",Cà phê hòa tan Kopiko 210g,51
Bánh đậu xanh trái cây hộp tròn 210g,"37.037,04",Cà phê hòa tan Kopiko 210g,51
Bánh đậu xanh trái cây hộp tròn 210g,"40.638,88",Cà phê hòa tan Kopiko 210g,51
Bánh đậu xanh trái cây hộp tròn 210g,"40.638,9",Cà phê hòa tan Kopiko 210g,51
Bánh đậu xanh trái cây hộp tròn 210g,"40.638,89",Cà phê hòa tan Kopiko 210g,51
Bánh đậu xanh trái cây hộp tròn 210g,"37.037,4",Cà phê hòa tan Kopiko 210g,51
Bánh đậu xanh trái cây hộp tròn 210g,"36.944,44",Cà phê hòa tan Kopiko 210g,51
Bột ngọt AJI-NO-MOTO 230gL3,0,PS than hoạt tính 230g,51
Bột ngọt AJI-NO-MOTO 230gL3,16.327,PS than hoạt tính 230g,51
Bột ngọt AJI-NO-MOTO 230gL3,16.418,PS than hoạt tính 230g,51
Bột quế Vina Spicy 70gam,19,Cơm cháy siêu vị abi snack 70g,51
Bột quế Vina Spicy 70gam,16,Cơm cháy siêu vị abi snack 70g,51
Bạc xỉu (15g*12 gói *24 hộp),"60.185,19",Kẹo ngậm Halls xs Bạc Hà 15g,51
Bạc xỉu (15g*12 gói *24 hộp),"54.166,67",Kẹo ngậm Halls xs Bạc Hà 15g,51
Bạch hổ hoạt lạc cao 20g,"21.746,03",Xúc Xích Chay BBQ 20g,51
Bạch hổ hoạt lạc cao 20g,"19.841,27",Xúc Xích Chay BBQ 20g,51
Bạch hổ hoạt lạc cao 20g,"21.825,4",Xúc Xích Chay BBQ 20g,51
Bạch hổ hoạt lạc cao 20g,20,Xúc Xích Chay BBQ 20g,51
Bạch hổ hoạt lạc cao 20g,19.8,Xúc Xích Chay BBQ 20g,51
Bạch hổ hoạt lạc cao 20g,21.78,Xúc Xích Chay BBQ 20g,51
COSY BANH QUE CHOCO 126GRX24G PROMO_25,"10.648,1",Bánh Tipo sữa chua và hạt điều 126g,51
Chân gà rút xương Hồng Kông 60g,19.885,Bánh đa tôm Vifon gói 60g(30gói/thùng),51
Combo bàn chải + kem Dr.Obok hương dâu 75g,"27.005,83",Socola dâu phủ hạt hạnh nhân Macca 75g,51
Combo bàn chải + kem Dr.Obok hương dâu 75g,"29.460,91",Socola dâu phủ hạt hạnh nhân Macca 75g,51
Combo bàn chải + kem Dr.Obok hương dâu 75g,29.444,Socola dâu phủ hạt hạnh nhân Macca 75g,51
Combo bàn chải + kem Dr.Obok hương dâu 75g,29.461,Socola dâu phủ hạt hạnh nhân Macca 75g,51
Combo bàn chải + kem Dr.Obok hương dâu 75g,30.303,Socola dâu phủ hạt hạnh nhân Macca 75g,51
Combo nón xoài lắc muối ớt ( 50gr *12),142,Kem chống nắng Biore UV Aqua rich 50gr,51
Combo nón xoài lắc muối ớt ( 50gr *12),137.08,Kem chống nắng Biore UV Aqua rich 50gr,51
Combo nón xoài lắc muối ớt ( 50gr *12),149,Kem chống nắng Biore UV Aqua rich 50gr,51
Cream O  choco vanila 85gx24,0,Chocolate đen 58 85g,51
Cá Ngừ Xắt Khúc Ngâm Dầu Thực Vật 48x140gr,29.63,MẶT NẠ ĐẤT SÉT VEDETTE CLAY MASK HŨ 140G,51
Dầu dùng ngoài da : Dầu Nóng Trường Sơn 10 ml,"22.095,24",Dầu Lăn Thảo Mộc - Xông Mũi Nhẹ Xoang 10ml,51
Dầu dùng ngoài da : Dầu Nóng Trường Sơn 10 ml,"20.476,19",Dầu Lăn Thảo Mộc - Xông Mũi Nhẹ Xoang 10ml,51
Dầu dùng ngoài da: Dầu Nóng Trường Sơn 10 ml,19.39,Dầu Lăn Thảo Mộc - Xông Mũi Nhẹ Xoang 10ml,51
Dầu gội DL Nguyên Xuân sạch gàu 200ml,83.333,Sữa đậu nành Fami nguyên chất Vinasoy 200ml / Túi,51
Dầu xả DL Nguyên Xuân dưỡng tóc hương bưởi 160g,74.074,Cá trích ngâm dầu baltic 160GR,51
ECO HERBAL OIL 20ml (Dapharco - Việt Nam),"53.703,7037",Lăn khử mùi enchanteur cam 20ml,51
ECO HERBAL OIL 20ml (Dapharco - Việt Nam),"32.222,22",Lăn khử mùi enchanteur cam 20ml,51
Gia vị nêm sẵn Cá Kho Aji-Quick 31g9,638.182,Bánh Pretz Snack Que Nướng Vị Khoai Tây 31g,51
Gia vị nêm sẵn Cá Kho Aji-Quick 31g9,46.3,Bánh Pretz Snack Que Nướng Vị Khoai Tây 31g,51
Hạt hướng dương Minh Văn (Nguyên vị) 120gr /(70gói),14,Phở thịt bò Vifon Hoàng Gia gói 120g(18gói/thùng),51
Hạt hướng dương Minh Văn (Nguyên vị) 120gr /(70gói),13,Phở thịt bò Vifon Hoàng Gia gói 120g(18gói/thùng),51
Kem Melona 80ml (64 cây/thùng) (Banana),0,KEM TRÀ XANH NHÂN SOCOLA BUON GELATO LOTTE 80ML,51
Kem Melona 80ml (64 cây/thùng) (Banana),18.9,KEM TRÀ XANH NHÂN SOCOLA BUON GELATO LOTTE 80ML,51
Kem dưỡng da cá hồi (SALMON OIL CREAM-80g),226.852,Oishi dau phong da cá vị nuoc cốt dừa 80g,51
Kem nghệ Nano Unie Cumin (Hộp 1 tuýp x 20g),"28.181,82",Cà phê sữa ngon more 3in 1 20 gói x20g,51
Kem đánh răng DL Ngọc Châu trẻ em 70g,35.185,Harmony xà bông trái cây Hương dâu 70 gr,51
Kẹo AL B.Hà NhânSôcôla 24Gx16Tx26G,"59.259,5",Kẹo Chupa Chups Panda 24g,51
Kẹo AL B.Hà NhânSôcôla 24Gx16Tx26G,59.259,Kẹo Chupa Chups Panda 24g,51
Kẹo Dẻo CC Panda 30b túi x 90g,"18.055,57",Kẹo narabis matcha 90g,51
Kẹo Dẻo CC Panda 30b túi x 90g,"18.055,55",Kẹo narabis matcha 90g,51
Kẹo Dẻo CC Panda 30b túi x 90g,"18.055,67",Kẹo narabis matcha 90g,51
Kẹo Dẻo CC Panda 30b túi x 90g,"18.055,6",Kẹo narabis matcha 90g,51
Kẹo Marshmallow nhân vị việt quất (110g/gói x 50 gói/thùng),"19.444,3",Bánh Que Vị Truyền Thống Dorkbua 110g,51
Kẹo Marshmallow nhân vị việt quất (110g/gói x 50 gói/thùng),"19.444,44",Bánh Que Vị Truyền Thống Dorkbua 110g,51
Kẹo Marshmallow nhân vị việt quất (110g/gói x 50 gói/thùng),"19.444,45",Bánh Que Vị Truyền Thống Dorkbua 110g,51
Kẹo nhai MT Mê Ly 8 Hộp x 6 Hũ x 90g,"105.555,5",Kẹo narabis matcha 90g,51
Kẹo nhai MT Mê Ly 8 Hộp x 6 Hũ x 90g,105.556,Kẹo narabis matcha 90g,51
Kẹo nhai MT Mê Ly 8 Hộp x 6 Hũ x 90g,"105.555,67",Kẹo narabis matcha 90g,51
Mì khoai tây omachi Special Bò hầm xốt vang MN 30 gói x 92gr,"11.574,07",Thực Phẩm Bảo Vệ Sức Khoẻ Probiotic Lactobamin Gold Hộp 30 gói x 3g,51
Mít sấy giòn 180g,30,TRà hoà tan vị dâu 180g,51
Ngũ cốc Calsome Vani 25g x 20s T30,"56.296,29",NGŨ CỐC AS KOKO KRUNCHSCL NESTLÉ H25G,51
Ngũ cốc yến mạch dinh dưỡng Calsome-Vị nguyên bản 30gr x 12s T20,59.259,Cơm cháy chà bông heo Chao Sua vị truyền thống 30g,51
OVALTINE Bot hop 285gr (10.25),49.887,Mermaid froot loops 285gram,51
Oliu xanh tách hạt với gia vị - Castelvetrano Olives 30 Gr,23.611,Thanh heo nướng vị cay 30g g-kichent,51
Rum Măng Cụt 520ml,48,Siro dâu golden farm 520ml,51
Rượu nếp mới 30% V250ml( 2K x15 chai),35.364,Dầu Mè Tường An Chai 250ml,51
Sal Cocktail vị Đào 265m,"20.370,37",Trà marllin vị đào,51
Serum dưỡng da Balance Vitamin C-30ml,106.481,Tinh chất nghệ the Cocoon 30ml,51
Shark cartilage 60 V,0,T. crisuccess 60 viên,51
Shark cartilage 60 V,162.038,T. crisuccess 60 viên,51
Shark cartilage 60 V,162.037,T. crisuccess 60 viên,51
